StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,consent,pid,id,com.1,com.2,v.c1_s,p.c1_s,i.c1_s,u.c1_s,a.c1_s,att_s,z,q_s,q_s_DO,v.c1_t,p.c1_t,i.c1_t,u.c1_t,a.c1_t,att_t,q_t,q_t_DO,v.m1_s,p.m1_s,i.m1_s,u.m1_s,a.m1_s,att_s,v.m1_t,p.m1_t,i.m1_t,u.m1_t,a.m1_t,att_t,FL_14_DO,FL_109_DO,FL_110_DO,casevienna_DO,casetech/pizza_DO,messagevienna_DO,messagetech/pizza_DO
5/13/2024 8:18,5/13/2024 8:22,0,100,241,1,5/13/2024 8:22,,,,,anonymous,EN,1,61632d481f4e556a7fe71bbd,5efda21051d25a1ed9988009,7,1,,,,,,,"I've learned that by simplifying processes, one can improve efficiency, raise profits and service delivery ",,,,,,,,,1,0|0|1,,,,,,,7,5,6,6,6,4,FL_107,,FL_85,,,,Q288|att_f|v.m1_t|a.m1_t|i.m1_t|u.m1_t|att_t|p.m1_t
5/13/2024 8:18,5/13/2024 8:22,0,100,240,1,5/13/2024 8:23,,,,,anonymous,EN,1,610b27ac93b71d55da6f6233,5f63a2bc08a0080c790f8eb6,7,1,5,4,6,5,3,4,"I learned that in the past, doctors that didnt wash their hands before giving birth, lead to 3 times of more deaths than in the hospitals that the doctors did wash them",0,1|0|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|att_s|u.c1_s|p.c1_s|a.c1_s|i.c1_s|v.c1_s,,,
5/13/2024 8:19,5/13/2024 8:23,0,100,189,1,5/13/2024 8:23,,,,,anonymous,EN,1,6128940bb0555657fd07af0b,6605d188609ae4781f3693ba,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:12,5/13/2024 8:23,0,100,658,1,5/13/2024 8:23,,,,,anonymous,EN,1,6168752836bf9c34290a1bb5,615b5f1e0f8fff7384c0e6ee,7,1,,,,,,,Additional material is required to clarify or support the lesson,0,0|0|1,,,,,,,,,6,6,1,6,7,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|att_s|p.m1_s|i.m1_s|v.m1_s|u.m1_s|a.m1_s,
5/13/2024 8:20,5/13/2024 8:23,0,100,161,1,5/13/2024 8:23,,,,,anonymous,EN,1,60ba9c576bd84378a2161570,60693e637bc58fc13d57b1a7,7,1,,,,,,,I like they way they have improved their business,,,6,6,6,6,7,4,0,1|0|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|att_t|u.c1_t|i.c1_t|v.c1_t|p.c1_t|a.c1_t,,
5/13/2024 8:20,5/13/2024 8:23,0,100,167,1,5/13/2024 8:23,,,,,anonymous,EN,1,60f9de2d1846b79ba86bf597,64e2201f13521d06715dbadf,7,1,,,,,,,"All this did was prove that companies are only interested in their profit margins and don't care at all about their consumer. The information provided had no concern for ethics or for better practice, it offered no insight only raw information. ",,,4,1,2,3,2,4,1,1|0|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|v.c1_t|a.c1_t|p.c1_t|u.c1_t|att_t|i.c1_t,,
5/13/2024 8:19,5/13/2024 8:23,0,100,253,1,5/13/2024 8:23,,,,,anonymous,EN,1,5f63a2bc08a0080c790f8eb6,62e4fb6ad37e7941bc6dda4f,7,1,,,,,,,"I learned that it wasn't the actual product that needed improving it was just the ease of receiving it, so the quality of the product was not actually at the forefront of people's mind when purchasing.",,,5,5,6,5,6,4,1,1|0|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|u.c1_t|i.c1_t|v.c1_t|p.c1_t|a.c1_t|att_t,,
5/13/2024 8:13,5/13/2024 8:23,0,100,573,1,5/13/2024 8:23,,,,,anonymous,EN,1,59a7c4f0d4019800014cf4c4,611e27aa50a1d65dc3eb2e36,7,1,,,,,,,It shows that in business also lesson to the customer complains and make improvements to the business ,,,6,6,6,7,7,4,1,1|0|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|u.c1_t|i.c1_t|p.c1_t|att_t|a.c1_t|v.c1_t,,
5/13/2024 8:19,5/13/2024 8:23,0,100,219,1,5/13/2024 8:23,,,,,anonymous,EN,1,5f7e292bc98b530dc2c16c4d,5d048f38ac143b001a18cdf3,7,1,7,3,5,5,6,4,That you should always wash your hands to help get rid of germs as it shows how bad things can be if we dont take hygiene responsibility ,1,0|1|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|v.c1_s|att_s|u.c1_s|a.c1_s|i.c1_s|p.c1_s,,,
5/13/2024 8:15,5/13/2024 8:23,0,100,463,1,5/13/2024 8:23,,,,,anonymous,EN,1,60df148c8ad3418481921b17,611cf4676874122c771e0c70,7,1,,,,,,,"The information as misleading, I would say have not learned anything. Instead, I got a bad advise ",,,,,,,,,0,0|0|1,,,,,,,2,1,1,1,1,4,FL_107,,FL_85,,,,Q288|att_f|v.m1_t|i.m1_t|p.m1_t|a.m1_t|u.m1_t|att_t
5/13/2024 8:16,5/13/2024 8:23,0,100,421,1,5/13/2024 8:23,,,,,anonymous,EN,1,622b8805afafad690676b69c,5f0a01ae304af20ffea18bb3,7,1,3,2,6,5,2,4,"In 1843, a doctor reviewed why infant mortality rates in a hospital were extremely high when compared to other hospitals. He came to the conclusion this was because Doctors were not washing their hands. He took his findings to the hospitals board but was ignored. Many children would have died as a result of him being ignored. Procedure in the hospital only changed years later when theories were widely published regarding germology.",0,0|1|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|i.c1_s|att_s|u.c1_s|p.c1_s|a.c1_s|v.c1_s,,,
5/13/2024 8:12,5/13/2024 8:23,0,100,638,1,5/13/2024 8:23,,,,,anonymous,EN,1,5f7888773074f6426b1bd638,6149fff09bc031b9226cc5aa,7,1,,,,,,,proof is required to change someone's mind,0,1|0|0,,,,,,,,,6,6,6,6,5,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|a.m1_s|v.m1_s|u.m1_s|p.m1_s|i.m1_s|att_s,
5/13/2024 8:15,5/13/2024 8:23,0,100,478,1,5/13/2024 8:23,,,,,anonymous,EN,1,60f0102ca3ecb53656f7197d,65d49feb75a83891441e3abc,7,1,,,,,,,"What I have learned is that it is not mandatory to change a ""product"" because chancing other factors might be the key. An idea may be good, but its execution may make it unprofitable. Thats why circumstances are important. ",,,,,,,,,0,1|0|0,,,,,,,5,6,4,4,5,4,FL_107,,FL_85,,,,Q288|att_f|att_t|a.m1_t|p.m1_t|i.m1_t|v.m1_t|u.m1_t
5/13/2024 8:19,5/13/2024 8:23,0,100,255,1,5/13/2024 8:23,,,,,anonymous,EN,1,660fce4af89c50e6159730c4,61028366f356084aba212e40,7,1,5,2,5,2,3,4,"the insight is less about washing hands/germs, but about how human brains work (or sometimes don't), since humans tend to be stubborn or ""selfwise"" (as i would say in my native language), data matters little if you cannot effectively tell a story and convince people",1,1|0|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|p.c1_s|v.c1_s|i.c1_s|att_s|a.c1_s|u.c1_s,,,
5/13/2024 8:18,5/13/2024 8:23,0,100,315,1,5/13/2024 8:23,,,,,anonymous,EN,1,5ba68588b709e800015a23a4,646cc5b2ee56fab32907947d,7,1,7,4,5,6,6,4,"Firstly, it reminded me that modern medicine always thinks the latest information is the best, until new information supercedes it. It is also a general analogy to show that one should be open to new ideas, and information, and that nothing is necessarily set in stone.",0,1|0|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|v.c1_s|att_s|u.c1_s|a.c1_s|i.c1_s|p.c1_s,,,
5/13/2024 8:18,5/13/2024 8:23,0,100,321,1,5/13/2024 8:23,,,,,anonymous,EN,1,62ddcaf47d0e35c1175a7a19,660fce4af89c50e6159730c4,7,1,,,,,,,"I guess I learned that the dominos share price increased over that period, but there wasn't enough information to really conclude it was due to what they did on sales systems. There wasn't much cause and effect explanation or proper insight into the business model and profitability or growth.. ",,,2,2,4,2,2,4,1,0|0|1,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|a.c1_t|u.c1_t|v.c1_t|att_t|i.c1_t|p.c1_t,,
5/13/2024 8:21,5/13/2024 8:23,0,100,161,1,5/13/2024 8:23,,,,,anonymous,EN,1,660d5317956a90d1ee7add44,61587f16e25d1946774ea99a,7,1,,,,,,,That sometimes improving how quickly a product gets to a customer is better than improving the product itself,,,,,,,,,1,1|0|0,,,,,,,4,4,5,4,3,4,FL_107,,FL_85,,,,Q288|att_f|i.m1_t|p.m1_t|u.m1_t|v.m1_t|att_t|a.m1_t
5/13/2024 8:15,5/13/2024 8:23,0,100,498,1,5/13/2024 8:23,,,,,anonymous,EN,1,6581a734d251b3c6933ecac8,66274c9a7a108416c47ed2b9,7,1,,,,,,,I learned in this lesson that consumer preference has a good effect on how you can effectively reach your business goals. It is a good way to fix up a solution to a problem. ,,,5,6,6,5,5,4,0,1|0|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|p.c1_t|att_t|u.c1_t|a.c1_t|v.c1_t|i.c1_t,,
5/13/2024 8:11,5/13/2024 8:23,0,100,722,1,5/13/2024 8:23,,,,,anonymous,EN,1,5dcdbee523eb6a02e122c847,5e57cc1ee13c8b17e01451c6,7,1,3,2,4,2,1,4,"I learnt that doctors at a certain hospital had more childbirth deaths due to the fact that they did not wash their hands.  This was in the 1800's which is probable during that century, but in modern times this would be unheard of.  ",0,0|0|1,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|p.c1_s|att_s|i.c1_s|v.c1_s|a.c1_s|u.c1_s,,,
5/13/2024 8:23,5/13/2024 8:23,0,100,53,1,5/13/2024 8:23,,,,,anonymous,EN,1,65db84daf1f477eb26c7d06c,5f0dab228f4b5d000bf1a31d,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:23,5/13/2024 8:24,0,100,51,1,5/13/2024 8:24,,,,,anonymous,EN,1,6165b4588a5ba60899edadf6,5e90428804391d343a01f7e5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:20,5/13/2024 8:24,0,100,216,1,5/13/2024 8:24,,,,,anonymous,EN,1,646cc5b2ee56fab32907947d,659659bd46646a3c46c41ab3,7,1,,,,,,,I think the message conveys that you have to present your theory well before presenting your evidence so that you can increase the chances of changing someone mind ,1,0|0|1,,,,,,,,,4,4,4,3,4,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|a.m1_s|u.m1_s|att_s|i.m1_s|v.m1_s|p.m1_s,
5/13/2024 8:19,5/13/2024 8:24,0,100,269,1,5/13/2024 8:24,,,,,anonymous,EN,1,607b327a1e831c8e95d54690,60fa8b48cbeec7cf62317c21,7,1,,,,,,,Is that giving your customers a way to do thing their preferred way can help your business grow,,,7,7,6,5,7,4,0,0|0|1,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|v.c1_t|i.c1_t|p.c1_t|a.c1_t|att_t|u.c1_t,,
5/13/2024 8:18,5/13/2024 8:24,0,100,334,1,5/13/2024 8:24,,,,,anonymous,EN,1,5fdcc082dfad1528dad65346,5fdcc082dfad1528dad65346,7,1,5,5,6,5,3,4,I learned that the doctors did not wash their hands so there was more death while giving childbirth,0,0|0|1,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|u.c1_s|v.c1_s|p.c1_s|att_s|a.c1_s|i.c1_s,,,
5/13/2024 8:23,5/13/2024 8:24,0,100,45,1,5/13/2024 8:24,,,,,anonymous,EN,1,6097e0cfa0aee9ddbbafac3f,61435b26170aa14747574253,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:20,5/13/2024 8:24,0,100,211,1,5/13/2024 8:24,,,,,anonymous,EN,1,66350523f70aed7ee70d602f,6152c91208d2a1c37d37beb3,7,1,6,4,6,5,5,4,Washing hands can help get rid of germs and prevent illness or even death.,0,0|0|1,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|i.c1_s|p.c1_s|v.c1_s|a.c1_s|att_s|u.c1_s,,,
5/13/2024 8:22,5/13/2024 8:24,0,100,111,1,5/13/2024 8:24,,,,,anonymous,EN,1,61028366f356084aba212e40,63c5335da2b625ab1ade7e7c,7,1,,,,,,,"Provide useful background theory on practical advices, when needed.",1,1|0|0,,,,,,,,,2,1,3,5,5,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|u.m1_s|att_s|i.m1_s|a.m1_s|p.m1_s|v.m1_s,
5/13/2024 8:18,5/13/2024 8:24,0,100,331,1,5/13/2024 8:24,,,,,anonymous,EN,1,5efda21051d25a1ed9988009,61065d07c961ae647b18d582,7,1,,,,,,,In short it said it is better to perfect the customer service and service delivery than the product itself.,,,,,,,,,1,1|0|0,,,,,,,4,3,5,5,5,4,FL_107,,FL_85,,,,Q288|att_f|a.m1_t|v.m1_t|p.m1_t|att_t|u.m1_t|i.m1_t
5/13/2024 8:17,5/13/2024 8:24,0,100,413,1,5/13/2024 8:24,,,,,anonymous,EN,1,61065d07c961ae647b18d582,5908ec21bc185d00011aa205,7,1,,,,,,,"In the real business world, you don't have time to go to theories.  You need to take actions an take decisions in a very short time. May be could be useful for academy people.",0,0|1|0,,,,,,,,,1,1,2,2,2,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|v.m1_s|i.m1_s|a.m1_s|u.m1_s|p.m1_s|att_s,
5/13/2024 8:19,5/13/2024 8:24,0,100,289,1,5/13/2024 8:24,,,,,anonymous,EN,1,614b7c6143772286a208caea,60db9c9850c39eea109ef1d3,7,1,,,,,,,Sometimes its best to keep things simple than to try and make them complicated,,,,,,,,,0,0|1|0,,,,,,,6,5,6,6,6,4,FL_107,,FL_85,,,,Q288|att_f|p.m1_t|att_t|u.m1_t|a.m1_t|i.m1_t|v.m1_t
5/13/2024 8:18,5/13/2024 8:24,0,100,368,1,5/13/2024 8:24,,,,,anonymous,EN,1,615749fdd6986ebfdcdc1d65,5dcdbee523eb6a02e122c847,7,1,,,,,,,that dominos improved their sales system ,,,3,3,2,2,1,4,0,0|0|1,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|p.c1_t|v.c1_t|att_t|a.c1_t|u.c1_t|i.c1_t,,
5/13/2024 8:15,5/13/2024 8:24,0,100,538,1,5/13/2024 8:24,,,,,anonymous,EN,1,62e4fb6ad37e7941bc6dda4f,645d03230f6cd9171b72e384,7,1,,,,,,,"The message is trying to say that instead of focusing on big things as the problem, we should try to also check the small things as this might the solution to what we are looking for.",,,,,,,,,1,0|0|1,,,,,,,5,4,5,5,4,4,FL_107,,FL_85,,,,Q288|att_f|att_t|p.m1_t|a.m1_t|u.m1_t|i.m1_t|v.m1_t
5/13/2024 8:11,5/13/2024 8:24,0,100,781,1,5/13/2024 8:24,,,,,anonymous,EN,1,5f23059ab07e8c06aeb696e2,6142589393c9f8b38086f20f,7,1,,,,,,,no matter how compelling you are people always require evidence and extra theory before they change their mind,1,0|0|1,,,,,,,,,3,4,5,5,5,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|i.m1_s|u.m1_s|v.m1_s|p.m1_s|att_s|a.m1_s,
5/13/2024 8:15,5/13/2024 8:24,0,100,570,1,5/13/2024 8:24,,,,,anonymous,EN,1,6553a6a4f8218651a45bbb06,65e72634d00f7a9b922205a9,7,1,,,,,,,It taught me that I should be able to provide compelling evidence in order to convince people.,0,0|1|0,,,,,,,,,7,6,7,7,7,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|a.m1_s|v.m1_s|att_s|p.m1_s|i.m1_s|u.m1_s,
5/13/2024 8:20,5/13/2024 8:24,0,100,271,1,5/13/2024 8:24,,,,,anonymous,EN,1,604617f91bb8ad0468147f9f,5ecd22e76997ec03464c71aa,7,1,,,,,,,"The insight was that we need to look beyond the physical product itself, or even the price, and consider the speed and efficiency of how we get the product, as this may mean more to the customer.",,,,,,,,,1,1|0|0,,,,,,,5,6,4,5,4,4,FL_107,,FL_85,,,,Q288|att_f|p.m1_t|v.m1_t|u.m1_t|att_t|i.m1_t|a.m1_t
5/13/2024 8:14,5/13/2024 8:24,0,100,590,1,5/13/2024 8:24,,,,,anonymous,EN,1,60e1bcd9feb687c32a8d3346,5d0f3b461b7ef6001a634970,7,1,,,,,,,In 2008 DOminos were suffering from the recession and at that time the quality of their pizzas were poor.  Instead of investing in the quality of their food they focused on product ordering and delivery which boosted their sales.,,,3,3,4,4,2,4,1,0|1|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|i.c1_t|u.c1_t|att_t|v.c1_t|p.c1_t|a.c1_t,,
5/13/2024 8:14,5/13/2024 8:24,0,100,600,1,5/13/2024 8:24,,,,,anonymous,EN,1,5ee0c8a669a88041d4034cea,6601996560d056178fc0c7f5,7,1,,,,,,,"This lesson or case study is woefully short of information, detail and context.  In the most basic sense, I guess there is a business lesson that if you cant/wont focus on improving a mediocre quality product, becoming best in class re logistics, technology to access and customer customisation may be a substitute strategy to win back market share, but where is the info on how this was achieved - what tech improvements looked like, how customer appetite for online ordering evolved(trends etc), what was the messaging to customers looking like (and what were the measurements) to underpin the counterintuitive expectation that a struggling brand with a poor product could possibly succeed to this level?  Also info on competition, how did they manage to win here? Versus not just other pizza makers but other fast food - what was going in in the market to allow this slingshot of sales growth to prosper?  Next to useless without 100 times more detail!",,,2,1,1,2,1,4,1,0|0|1,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|i.c1_t|a.c1_t|v.c1_t|att_t|p.c1_t|u.c1_t,,
5/13/2024 8:16,5/13/2024 8:24,0,100,479,1,5/13/2024 8:24,,,,,anonymous,EN,1,60db6cbfbdc2bef6285fe52c,5f10e66a9df7fd41db27b663,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:22,5/13/2024 8:24,0,100,173,1,5/13/2024 8:24,,,,,anonymous,EN,1,5bb179a28f3bd70001e53577,60f804ea7aac710617ddba84,7,1,3,2,3,3,3,4,i learnt in general that lessons could be meaningless or meaningful depending on how much attention is being paid to it or how the lesson is being taught. ,0,0|1|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|i.c1_s|v.c1_s|att_s|a.c1_s|u.c1_s|p.c1_s,,,
5/13/2024 8:21,5/13/2024 8:25,0,100,201,1,5/13/2024 8:25,,,,,anonymous,EN,1,61143bd22a1649da3b52ae32,60c01094688843d724b93ae6,7,1,,,,,,,"I learned that some companies focus on improving the way they sell instead of the quality of their product, and sometimes it works.",,,2,3,2,2,3,4,1,0|0|1,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|p.c1_t|a.c1_t|att_t|u.c1_t|v.c1_t|i.c1_t,,
5/13/2024 8:17,5/13/2024 8:25,0,100,430,1,5/13/2024 8:25,,,,,anonymous,EN,1,654136e5219cc073c4b7795c,6128940bb0555657fd07af0b,7,1,7,7,7,7,7,4,Washing your hands can prevent one from harmful germs and that a new born is very sensitive to germs,0,0|1|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|a.c1_s|v.c1_s|p.c1_s|i.c1_s|u.c1_s|att_s,,,
5/13/2024 8:20,5/13/2024 8:25,0,100,300,1,5/13/2024 8:25,,,,,anonymous,EN,1,60bb9dd521d84c33662850ae,604e2d1d77af7932f4f9d656,7,1,,,,,,,"I've learnt that, very often, despite the presence of indisputable evidence, people need underlying theories to accept this point of view.",1,0|0|1,,,,,,,,,2,2,2,3,2,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|p.m1_s|att_s|i.m1_s|v.m1_s|u.m1_s|a.m1_s,
5/13/2024 8:20,5/13/2024 8:25,0,100,289,1,5/13/2024 8:25,,,,,anonymous,EN,1,65b7d069d51557a052cc729b,607fe5d0b7246b5494662d60,7,1,6,5,4,6,4,4,To have more children doctors and medical staff need to wash theyr hands in clinics!,0,0|1|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|v.c1_s|p.c1_s|u.c1_s|att_s|i.c1_s|a.c1_s,,,
5/13/2024 8:20,5/13/2024 8:25,0,100,270,1,5/13/2024 8:25,,,,,anonymous,EN,1,60b97d2809d43ab2f0614bb9,616093ab4117242c856402c6,7,1,,,,,,,Business can use smart ways to improve the quality of the products,,,,,,,,,0,1|0|0,,,,,,,5,4,4,4,5,4,FL_107,,FL_85,,,,Q288|att_f|p.m1_t|att_t|a.m1_t|u.m1_t|i.m1_t|v.m1_t
5/13/2024 8:21,5/13/2024 8:25,0,100,233,1,5/13/2024 8:25,,,,,anonymous,EN,1,61088f5351df7edad3fa8c5f,5fb9becbb981f78f5c3ea5ed,7,1,,,,,,,It didnt give me the full picture,,,,,,,,,1,1|0|0,,,,,,,5,5,5,5,5,4,FL_107,,FL_85,,,,Q288|att_f|a.m1_t|v.m1_t|att_t|u.m1_t|i.m1_t|p.m1_t
5/13/2024 8:18,5/13/2024 8:25,0,100,425,1,5/13/2024 8:25,,,,,anonymous,EN,1,61254bf4ef0274a29a74762f,60f0102ca3ecb53656f7197d,7,1,,,,,,,I learned that in life people need to know the basis of a topic before the can judge anything ,1,0|1|0,,,,,,,,,4,3,4,4,3,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|a.m1_s|i.m1_s|p.m1_s|u.m1_s|v.m1_s|att_s,
5/13/2024 8:20,5/13/2024 8:25,0,100,292,1,5/13/2024 8:25,,,,,anonymous,EN,1,60db9c9850c39eea109ef1d3,611e03d5fbfb5578d7ac0208,7,1,5,4,5,5,5,4,"The lesson was insightful in that it shows that sometimes you may be right however have the issue that something is not mainstream and therefore may not be taken into consideration. One must always strive to be right not liked or supported, this way you ensure integrity rather than popularity.",1,0|1|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|a.c1_s|i.c1_s|att_s|v.c1_s|p.c1_s|u.c1_s,,,
5/13/2024 8:12,5/13/2024 8:25,0,100,759,1,5/13/2024 8:25,,,,,anonymous,EN,1,60fa8b48cbeec7cf62317c21,60f5b52aded3aa62d82e5bbb,7,1,,,,,,,To explain the insight I will give an example. Customers were complaining that the trains were slow and the journey unpleasant. Instead of focusing on improving the trains speed they improved the service and environment inside the train instead of increasing train speed.,,,,,,,,,1,0|0|1,,,,,,,6,5,6,6,7,4,FL_107,,FL_85,,,,Q288|att_f|a.m1_t|u.m1_t|v.m1_t|att_t|i.m1_t|p.m1_t
5/13/2024 8:17,5/13/2024 8:25,0,100,497,1,5/13/2024 8:25,,,,,anonymous,EN,1,5d048f38ac143b001a18cdf3,6642103faef3c662cd2543a6,7,1,,,,,,,"It was interesting to learn that Domino's had decided to optimize their booking and delivery over improving the quality of their product, which is what we would presume most businesses would do. Although the lesson doesn't divulge the reasons behind this decision or what it indicates, it does leave the reader/ learner thinking and questioning the state of the market and consumer mindset post recession, also the percentage to which quality of their product was such a factor. Did they then change their purpose to this fast food, quick ordering, delivery product and therefore higher quality wasn't expected. As a lesson it leaves me questioning and wanting to know more - I can't necessarily share what I ahve learned besides the fact of the statement, but int hat itself I can conduct my own research and questioning.",,,3,3,2,4,3,4,0,1|0|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|u.c1_t|att_t|i.c1_t|v.c1_t|p.c1_t|a.c1_t,,
5/13/2024 8:22,5/13/2024 8:25,0,100,215,1,5/13/2024 8:25,,,,,anonymous,EN,1,6605d188609ae4781f3693ba,60205f5ba5fe0165fa0e5e01,7,1,,,,,,,"not so much, the i for was very brief ",0,0|1|0,,,,,,,,,1,2,5,2,1,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|a.m1_s|v.m1_s|i.m1_s|u.m1_s|p.m1_s|att_s,
5/13/2024 8:23,5/13/2024 8:25,0,100,148,1,5/13/2024 8:25,,,,,anonymous,EN,1,611e03d5fbfb5578d7ac0208,5ba8a1d2c16a9c0001497a21,7,1,,,,,,,"Sometimes it's not necessary to improve the product, but to focus on surrounding factors, like improving the speed of the delivery of the product.",,,,,,,,,1,0|0|1,,,,,,,1,1,2,3,3,4,FL_107,,FL_85,,,,Q288|att_f|a.m1_t|u.m1_t|i.m1_t|p.m1_t|v.m1_t|att_t
5/13/2024 8:21,5/13/2024 8:25,0,100,245,1,5/13/2024 8:25,,,,,anonymous,EN,1,604e2d1d77af7932f4f9d656,60e4aa56f5fab3ae7ef4bd79,7,1,7,6,7,7,7,4,That all doctors should wash their hands especially before delivering babies as germs can lead to child death,0,1|0|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|p.c1_s|att_s|v.c1_s|i.c1_s|u.c1_s|a.c1_s,,,
5/13/2024 8:19,5/13/2024 8:25,0,100,370,1,5/13/2024 8:25,,,,,anonymous,EN,1,6097cc0aa6f8d52bdc1693a8,61254bf4ef0274a29a74762f,7,1,,,,,,,Sometimes it can be more lucrative to a company to value the simplicity and speed at which they produce their product than to improve the producy itself,,,,,,,,,1,0|0|1,,,,,,,5,3,4,6,5,4,FL_107,,FL_85,,,,Q288|att_f|a.m1_t|u.m1_t|p.m1_t|v.m1_t|att_t|i.m1_t
5/13/2024 8:19,5/13/2024 8:25,0,100,388,1,5/13/2024 8:25,,,,,anonymous,EN,1,607fe5d0b7246b5494662d60,60db6cbfbdc2bef6285fe52c,7,1,,,,,,,Sometimes you need to give people a chance to choose their options.,,,7,6,7,7,7,4,0,0|0|1,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|u.c1_t|v.c1_t|i.c1_t|att_t|p.c1_t|a.c1_t,,
5/13/2024 8:21,5/13/2024 8:26,0,100,249,1,5/13/2024 8:26,,,,,anonymous,EN,1,5ecd22e76997ec03464c71aa,6284049591dc2c6570e93482,7,1,,,,,,,The information provided a different perspective to view a situation.,1,0|0|1,,,,,,,,,5,4,5,5,6,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|v.m1_s|a.m1_s|u.m1_s|att_s|p.m1_s|i.m1_s,
5/13/2024 8:18,5/13/2024 8:26,0,100,451,1,5/13/2024 8:26,,,,,anonymous,EN,1,60693e637bc58fc13d57b1a7,60f8627e9ba35095464501b9,7,1,,,,,,,The customer not always expect that the company solve their problem. Sometimes innovation may outcome their satisfaction versus their current level of dissatisfaction.,,,6,6,4,6,5,4,1,0|0|1,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|u.c1_t|p.c1_t|att_t|i.c1_t|v.c1_t|a.c1_t,,
5/13/2024 8:15,5/13/2024 8:26,0,100,672,1,5/13/2024 8:26,,,,,anonymous,EN,1,5f4fd62570b0df0f71a35d98,60f6dc139e58d2688fc34fee,7,1,,,,,,,I have learned the importance of using technology to improve your sales.,,,6,6,6,6,6,4,0,0|0|1,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|u.c1_t|a.c1_t|v.c1_t|att_t|p.c1_t|i.c1_t,,
5/13/2024 8:17,5/13/2024 8:26,0,100,521,1,5/13/2024 8:26,,,,,anonymous,EN,1,659659bd46646a3c46c41ab3,6054ce9cd4e5c96ab84e9113,7,1,,,,,,,I have learned that if I do not have enough information/written evidence to show people they wont believe what I say,1,1|0|0,,,,,,,,,6,6,6,7,6,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|u.m1_s|p.m1_s|att_s|i.m1_s|a.m1_s|v.m1_s,
